time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-25T11:04:17.425Z,-49.2246,30.7099,10,4.7,mb,,86,14.475,0.65,us,us7000h6mz,2022-05-07T05:44:53.040Z,"south of Africa",earthquake,11.7,1.9,0.093,35,reviewed,us,us
2022-04-25T05:35:50.253Z,46.0135,152.8051,10,5.2,mww,,32,6.999,0.64,us,us6000hg6f,2022-04-27T16:51:56.916Z,"Kuril Islands",earthquake,7.7,1.7,0.098,10,reviewed,us,us
2022-04-25T00:28:00.383Z,72.4155,2.4545,10,4.8,mb,,33,6.758,0.72,us,us6000hg50,2022-04-25T00:51:43.040Z,"Norwegian Sea",earthquake,6.1,1.5,0.031,329,reviewed,us,us
2022-04-24T23:50:32.144Z,-3.7948,140.3988,57.67,5.1,mww,,19,7.172,0.78,us,us6000hg4t,2022-04-30T22:44:04.752Z,"135 km S of Abepura, Indonesia",earthquake,7.7,3.1,0.089,12,reviewed,us,us
2022-04-24T21:15:48.029Z,-57.4998,-26.9667,39.51,4.6,mb,,81,6.25,0.83,us,us7000h6lq,2022-05-05T02:33:43.040Z,"South Sandwich Islands region",earthquake,6.5,8.1,0.122,20,reviewed,us,us
2022-04-24T21:07:39.431Z,-57.6389,-32.1104,16.39,4.5,mb,,99,4.166,0.95,us,us6000hg3w,2022-05-04T00:18:59.040Z,"Scotia Sea",earthquake,9.6,5.2,0.172,10,reviewed,us,us
2022-04-24T21:06:17.526Z,-57.5193,-25.8782,68.22,4.7,mb,,67,6.788,0.69,us,us7000h6m5,2022-05-04T00:07:15.040Z,"South Sandwich Islands region",earthquake,13.4,7.3,0.123,20,reviewed,us,us
2022-04-24T21:03:07.073Z,-57.5463,-27.0408,116.56,4.6,mb,,68,6.235,0.39,us,us6000hg3q,2022-05-03T23:27:50.040Z,"South Sandwich Islands region",earthquake,11.2,7.3,0.109,25,reviewed,us,us
2022-04-24T20:47:58.003Z,-57.4695,-27.1064,34.78,4.5,mb,,70,6.169,0.72,us,us7000h6ly,2022-05-07T18:01:42.040Z,"South Sandwich Islands region",earthquake,12.6,5.3,0.121,20,reviewed,us,us
2022-04-24T20:45:40.117Z,-57.4078,-26.6886,47.84,4.5,mb,,66,6.344,0.99,us,us7000h6lw,2022-05-07T17:53:55.040Z,"South Sandwich Islands region",earthquake,11.4,5.9,0.094,33,reviewed,us,us
2022-04-24T20:33:52.488Z,-33.2537,-178.7666,10,4.5,mb,,170,4.044,0.95,us,us7000h6lt,2022-05-07T20:47:07.040Z,"south of the Kermadec Islands",earthquake,8.4,1.8,0.151,13,reviewed,us,us
2022-04-24T18:25:12.039Z,-6.485,130.2678,104.46,4.6,mb,,60,1.805,0.64,us,us6000hg2y,2022-04-24T18:42:12.040Z,"290 km WSW of Tual, Indonesia",earthquake,8.5,8.4,0.085,41,reviewed,us,us
2022-04-24T15:39:57.176Z,45.9804,145.957,10,4.7,mb,,65,2.416,0.53,us,us6000hg2e,2022-05-03T18:52:53.040Z,"171 km WNW of Kuril’sk, Russia",earthquake,6.7,1.8,0.059,91,reviewed,us,us
2022-04-24T14:57:13.680Z,19.558,146.1387,35.24,4.5,mb,,101,6.058,0.43,us,us7000h6lm,2022-05-03T15:31:07.040Z,"Mariana Islands region",earthquake,9.6,7.1,0.058,93,reviewed,us,us
2022-04-24T14:45:06.230Z,-35.2297,-71.2986,89.67,5,mwr,,68,0.54,0.66,us,us6000hg24,2022-05-03T15:03:13.198Z,"12 km S of Molina, Chile",earthquake,3.1,4,,,reviewed,us,guc
2022-04-24T12:14:34.676Z,-20.5423,-177.743,540.34,4.5,mb,,50,4.851,0.69,us,us6000hg1u,2022-05-09T06:53:34.040Z,"271 km WNW of Haveluloto, Tonga",earthquake,12.1,7.4,0.03,319,reviewed,us,us
2022-04-24T11:30:02.829Z,-21.1943,-68.5212,138.63,4.6,mb,,92,0.914,0.5,us,us6000hg1p,2022-05-09T06:44:38.040Z,"145 km NNE of Calama, Chile",earthquake,6.4,6.9,0.103,28,reviewed,us,us
2022-04-24T10:23:47.970Z,23.4449,123.2261,14.79,5.3,mww,,41,1.036,0.71,us,us6000hg1b,2022-05-09T05:44:24.381Z,"115 km SSE of Yonakuni, Japan",earthquake,5,3.7,0.055,32,reviewed,us,us
2022-04-24T09:34:41.283Z,36.6853,67.5509,10,4.5,mb,,68,2.284,0.45,us,us6000hg12,2022-05-08T07:31:11.040Z,"13 km W of Khulm, Afghanistan",earthquake,6.7,1.9,0.059,84,reviewed,us,us
2022-04-24T08:16:13.221Z,41.7673,143.7542,33.64,5.1,mww,,60,0.509,0.64,us,us6000hg0m,2022-04-24T09:28:36.040Z,"Hokkaido, Japan region",earthquake,3.4,4.9,0.083,14,reviewed,us,us
2022-04-24T07:10:39.122Z,46.1993,152.5542,10,4.5,mb,,182,6.793,0.53,us,us6000hg0j,2022-04-24T07:43:37.040Z,"Kuril Islands",earthquake,6.5,1.9,0.07,62,reviewed,us,us
2022-04-24T06:15:33.552Z,7.9496,142.0303,10,4.7,mb,,125,6.259,0.53,us,us6000hg0e,2022-04-24T07:13:39.040Z,"260 km SE of Fais, Micronesia",earthquake,11.1,1.9,0.076,60,reviewed,us,us
2022-04-24T05:16:48.814Z,26.94,126.5814,10,4.8,mb,,75,1.513,0.61,us,us6000hfzw,2022-04-24T05:45:36.040Z,"135 km NW of Naha, Japan",earthquake,6.8,1.9,0.058,114,reviewed,us,us
2022-04-24T04:30:37.270Z,43.6707,148.6895,41.36,4.8,mb,,189,4.391,0.72,us,us6000hfzm,2022-04-24T04:50:48.040Z,"east of the Kuril Islands",earthquake,12,6,0.069,68,reviewed,us,us
2022-04-24T04:27:53.247Z,43.0577,18.1372,10,4.8,mww,,20,1.038,0.97,us,us6000hfzd,2022-04-26T17:56:28.040Z,"12 km NNE of Ljubinje, Bosnia and Herzegovina",earthquake,4.7,0.9,0.093,11,reviewed,us,us
2022-04-24T04:14:08.355Z,26.8369,126.5417,10,4.5,mb,,76,1.546,1.09,us,us7000h6l3,2022-05-04T02:35:01.040Z,"132 km WNW of Naha, Japan",earthquake,5,1.9,0.157,13,reviewed,us,us
2022-04-24T04:14:05.133Z,35.1548,26.9899,10,4.7,mb,,71,0.415,1.18,us,us6000hfzb,2022-04-24T04:50:41.842Z,"29 km SSE of Fry, Greece",earthquake,4.7,1.1,0.067,69,reviewed,us,us
2022-04-24T04:01:46.090Z,46.1405,152.5608,10,4.5,mb,,207,7.334,0.96,us,us6000hfzk,2022-04-24T04:57:45.040Z,"Kuril Islands",earthquake,8.4,2,0.172,12,reviewed,us,us
2022-04-24T01:35:01.071Z,46.0299,152.7865,19.77,5.7,mww,,44,6.983,1.11,us,us6000hfyj,2022-04-26T18:35:11.744Z,"Kuril Islands",earthquake,6.4,4.1,0.078,16,reviewed,us,us
2022-04-23T23:57:03.658Z,11.2917,-87.1197,10,4.9,mww,,136,1.205,0.92,us,us6000hfye,2022-05-13T05:48:35.040Z,"85 km SW of Masachapa, Nicaragua",earthquake,6.3,1.8,0.065,23,reviewed,us,us
2022-04-23T23:54:20.696Z,-5.2823,145.6154,10,5.3,mww,,30,3.661,0.86,us,us6000hfyf,2022-04-27T14:35:54.040Z,"20 km WSW of Madang, Papua New Guinea",earthquake,8.1,1.7,0.098,10,reviewed,us,us
2022-04-23T23:44:05.628Z,-2.6417,101.4213,88.38,4.6,mb,,126,2.293,0.57,us,us6000hfyd,2022-05-12T22:20:11.040Z,"64 km S of Sungai Penuh, Indonesia",earthquake,8.8,7.8,0.098,31,reviewed,us,us
2022-04-23T22:16:16.775Z,11.306,-87.0224,10,4.6,mb,,123,1.129,0.97,us,us7000h6kq,2022-05-12T05:10:27.040Z,"76 km SW of Masachapa, Nicaragua",earthquake,6,1.9,0.141,15,reviewed,us,us
2022-04-23T22:11:21.853Z,11.3606,-87.0399,27.54,5.2,mb,,80,1.102,0.86,us,us7000h6ku,2022-05-08T04:10:25.040Z,"74 km SW of Masachapa, Nicaragua",earthquake,5.6,4,0.1,33,reviewed,us,us
2022-04-23T22:10:08.139Z,11.4846,-86.9856,10,5.4,mww,,70,0.978,1.16,us,us6000hfxm,2022-05-12T02:35:05.032Z,"61 km WSW of Masachapa, Nicaragua",earthquake,5.3,1.8,0.086,13,reviewed,us,us
2022-04-23T22:05:45.316Z,11.2958,-87.0704,10,5.2,mww,,36,1.169,0.78,us,us6000hfxj,2022-05-11T23:31:00.387Z,"81 km SW of Masachapa, Nicaragua",earthquake,5.6,1.7,0.038,65,reviewed,us,us
2022-04-23T21:22:47.947Z,50.4726,-129.6896,10,5.3,mww,,111,1.006,0.58,us,us6000hfx7,2022-05-11T03:58:24.381Z,"185 km W of Port McNeill, Canada",earthquake,4.9,1.8,0.034,85,reviewed,us,us
2022-04-23T20:50:58.427Z,1.4451,127.267,150.18,4.6,mb,,69,0.676,0.7,us,us6000hfx5,2022-05-11T02:06:30.040Z,"73 km N of Ternate, Indonesia",earthquake,7.4,4.6,0.061,79,reviewed,us,us
2022-04-23T19:56:30.737Z,-58.1369,-24.9732,10,4.7,mb,,69,7.489,0.47,us,us6000hfwy,2022-05-08T03:42:40.040Z,"South Sandwich Islands region",earthquake,10.3,1.8,0.078,50,reviewed,us,us
2022-04-23T18:22:21.714Z,8.1843,147.5382,10,5.2,mww,,28,5.976,0.71,us,us6000hfw4,2022-04-26T14:10:43.040Z,"State of Yap, Federated States of Micronesia",earthquake,7.7,1.8,0.069,20,reviewed,us,us
2022-04-23T16:44:56.121Z,36.3537,19.5819,10,4.7,mb,,67,2.053,0.79,us,us6000hfvc,2022-04-23T17:08:35.040Z,"187 km SW of Lithakiá, Greece",earthquake,5.7,1.4,0.102,29,reviewed,us,us
2022-04-23T15:20:02.330Z,7.3141,127.3207,10,4.6,mb,,94,1.745,1.12,us,us7000h6km,2022-05-07T20:07:13.040Z,"82 km E of Santiago, Philippines",earthquake,8.5,1.9,0.122,20,reviewed,us,us
2022-04-23T14:07:03.600Z,37.7545,101.4734,10,4.8,mb,,117,10.7,0.91,us,us6000hfup,2022-04-23T19:39:04.206Z,"103 km W of Wuwei, China",earthquake,11.6,1.9,0.055,103,reviewed,us,us
2022-04-23T11:59:11.702Z,-17.8386,168.264,50.34,4.5,mb,,143,2.586,0.65,us,us6000hfzc,2022-04-24T22:56:12.549Z,"12 km SSW of Port-Vila, Vanuatu",earthquake,8.8,9.8,0.156,13,reviewed,us,us
2022-04-23T10:02:13.254Z,-8.7156,-74.2769,68.75,4.5,mb,,94,1.838,0.57,us,us6000hftt,2022-04-23T10:32:34.040Z,"45 km SE of San Fernando, Peru",earthquake,8.2,8,0.15,15,reviewed,us,us
2022-04-23T09:56:58.179Z,6.8747,-76.4602,10,4.5,mb,,91,1.147,0.64,us,us6000hftr,2022-04-28T08:13:25.093Z,"25 km WSW of Dabeiba, Colombia",earthquake,4.3,1.8,0.204,8,reviewed,us,us
2022-04-23T07:43:10.872Z,-59.8574,-26.62,10,4.5,mb,,71,14.786,0.57,us,us7000h6k1,2022-05-18T08:48:50.040Z,"South Sandwich Islands region",earthquake,10.4,1.6,0.132,17,reviewed,us,us
2022-04-23T07:40:27.948Z,-1.4355,148.1327,10,4.7,mb,,73,0.975,0.84,us,us6000hft9,2022-05-18T08:44:29.934Z,"116 km NE of Lorengau, Papua New Guinea",earthquake,7.3,1.9,0.093,35,reviewed,us,us
2022-04-23T07:21:51.347Z,52.8652,-166.8278,26.85,4.5,mb,,137,0.851,0.84,us,us6000hft5,2022-05-18T08:40:00.040Z,"113 km S of Unalaska, Alaska",earthquake,4.3,5.4,0.069,62,reviewed,us,us
2022-04-23T05:54:34.310Z,-9.7659,113.0206,35.58,4.6,mb,,67,1.704,0.77,us,us6000hfsu,2022-05-18T05:57:31.040Z,"168 km SSW of Kencong, Indonesia",earthquake,6.5,7.7,0.107,26,reviewed,us,us
2022-04-23T04:19:29.738Z,7.4988,94.3635,10,4.6,mb,,102,3.417,0.67,us,us6000hfsf,2022-04-23T04:59:05.040Z,"206 km NNW of Sabang, Indonesia",earthquake,8.2,1.9,0.105,29,reviewed,us,us
2022-04-22T21:07:48.267Z,43.0542,18.1726,10,5.7,mww,,24,1.016,0.92,us,us6000hfqj,2022-05-09T11:32:55.934Z,"13 km NNE of Ljubinje, Bosnia and Herzegovina",earthquake,4.7,1.8,0.039,63,reviewed,us,us
2022-04-22T19:49:27.177Z,-2.743,122.2804,10,4.6,mb,,49,1.759,0.67,us,us6000hfqc,2022-04-23T16:05:43.040Z,"139 km N of Kendari, Indonesia",earthquake,2.9,1.9,0.109,25,reviewed,us,us
2022-04-22T16:03:42.026Z,-49.5795,-116.2926,10,4.5,mb,,88,26.727,1.14,us,us7000h6jd,2022-05-15T14:50:37.040Z,"southern East Pacific Rise",earthquake,10.1,1.7,0.172,13,reviewed,us,us
2022-04-22T14:18:36.018Z,14.262,51.9336,10,4.5,mb,,105,9.266,0.57,us,us7000h6j7,2022-05-06T06:53:59.040Z,"216 km S of Al Ghayz̧ah, Yemen",earthquake,8.3,1.7,0.094,34,reviewed,us,us
2022-04-22T11:41:23.634Z,14.2504,119.4691,10,4.6,mb,,83,8.657,0.66,us,us7000h6j0,2022-05-03T08:04:14.040Z,"74 km WNW of Cabra, Philippines",earthquake,9.4,1.9,0.12,21,reviewed,us,us
2022-04-22T11:01:59.748Z,-30.3702,-177.3584,10,4.9,mb,,66,1.207,0.46,us,us7000h6iz,2022-05-03T07:50:36.040Z,"Kermadec Islands, New Zealand",earthquake,6.6,1.8,0.117,23,reviewed,us,us
2022-04-22T10:52:02.109Z,-60.0347,-25.1081,10,4.5,mb,,120,8.447,0.55,us,us7000h6jp,2022-05-18T13:21:20.040Z,"South Sandwich Islands region",earthquake,13.9,1.9,0.104,27,reviewed,us,us
2022-04-22T07:44:01.365Z,14.5239,119.2685,10,4.7,mb,,113,8.824,0.64,us,us6000hfie,2022-05-11T08:09:00.040Z,"98 km WSW of San Nicolas, Philippines",earthquake,9.9,1.9,0.082,45,reviewed,us,us
2022-04-22T06:23:23.432Z,-58.2209,-25.3607,52.25,4.6,mb,,85,16.348,0.86,us,us7000h6j1,2022-05-11T07:48:52.040Z,"South Sandwich Islands region",earthquake,14,9.5,0.114,23,reviewed,us,us
2022-04-22T06:15:23.697Z,-30.0613,-177.8211,36.94,5.3,mww,,65,0.801,0.74,us,us6000hfhy,2022-05-11T07:45:27.040Z,"Kermadec Islands, New Zealand",earthquake,8.3,6.1,0.089,12,reviewed,us,us
2022-04-22T06:09:59.488Z,-58.1219,-25.136,35,4.6,mb,,83,16.387,0.82,us,us7000h6iq,2022-05-11T07:42:22.040Z,"South Sandwich Islands region",earthquake,5.9,2,0.105,27,reviewed,us,us
2022-04-22T05:27:35.067Z,56.2728,-161.634,209.68,5.2,mww,,30,0.79,1.08,us,us6000hfh7,2022-05-17T05:37:47.525Z,"40 km NW of Nelson Lagoon, Alaska",earthquake,4.8,3.6,0.031,103,reviewed,us,us
2022-04-22T04:21:00.044Z,6.423,126.9976,56.43,4.5,mb,,117,1.548,0.97,us,us6000hfgu,2022-05-12T22:12:55.040Z,"88 km ESE of Bobon, Philippines",earthquake,8.7,7.5,0.07,64,reviewed,us,us
2022-04-22T03:51:27.747Z,13.9992,92.9511,10,4.9,mb,,82,5.996,0.81,us,us6000hfgp,2022-05-12T22:10:39.790Z,"255 km N of Bamboo Flat, India",earthquake,9,1.8,0.077,54,reviewed,us,us
2022-04-21T20:32:38.919Z,83.0129,-27.9353,10,5.1,mww,,22,4.33,0.77,us,us6000hfev,2022-05-04T17:02:29.040Z,"near the north coast of Greenland",earthquake,7.4,1.8,0.086,13,reviewed,us,us
2022-04-21T20:23:35.317Z,0.4487,96.7619,10,4.9,mb,,53,1.176,0.9,us,us6000hfes,2022-05-04T16:59:30.040Z,"228 km S of Sinabang, Indonesia",earthquake,8,1.8,0.073,59,reviewed,us,us
2022-04-21T20:01:47.363Z,-3.3134,136.1527,10,4.8,mb,,63,3.917,1.17,us,us6000hfeg,2022-05-04T16:48:04.040Z,"72 km E of Nabire, Indonesia",earthquake,9.7,1.9,0.06,86,reviewed,us,us
2022-04-21T19:40:47.221Z,-16.6908,-174.0561,117.76,4.7,mb,,128,3.53,0.72,us,us6000hfeq,2022-05-04T16:42:59.040Z,"86 km SSW of Hihifo, Tonga",earthquake,14,6.2,0.106,27,reviewed,us,us
2022-04-21T19:30:09.394Z,15.0186,-61.2228,148.14,4.6,mb,,60,0.185,0.72,us,us6000hfe3,2022-05-04T16:41:45.040Z,"20 km NW of Basse-Pointe, Martinique",earthquake,5.1,4.9,0.048,129,reviewed,us,us
2022-04-21T19:27:27.252Z,-21.3898,-68.3085,118.3,4.6,mwr,,43,0.958,0.71,us,us6000hfe1,2022-05-04T16:40:06.040Z,"134 km NNE of Calama, Chile",earthquake,5.2,4.8,0.068,21,reviewed,us,us
2022-04-21T18:38:47.210Z,-49.759,124.9263,10,4.5,mb,,102,18.15,0.96,us,us7000h6ig,2022-05-04T16:26:23.040Z,"western Indian-Antarctic Ridge",earthquake,13.7,1.8,0.18,9,reviewed,us,us
2022-04-21T18:14:26.283Z,22.8859,144.0613,35.57,4.7,mb,,130,4.524,0.74,us,us6000hfdl,2022-05-04T16:24:29.040Z,"Volcano Islands, Japan region",earthquake,8.7,6.9,0.05,121,reviewed,us,us
2022-04-21T17:34:07.880Z,46.0812,152.879,10,4.7,mb,,100,7.037,0.71,us,us6000hfd3,2022-05-04T16:22:20.040Z,"Kuril Islands",earthquake,8.5,1.8,0.044,156,reviewed,us,us
2022-04-21T13:19:58.668Z,11.8227,-86.7716,64.11,4.5,mb,,146,0.606,0.88,us,us6000hf9h,2022-05-15T14:32:12.040Z,"28 km W of Masachapa, Nicaragua",earthquake,5.4,6.9,0.053,102,reviewed,us,us
2022-04-21T13:19:45.650Z,12.0647,141.1647,124.1,4.6,mb,,119,3.917,0.82,us,us7000h6i9,2022-05-15T14:26:19.040Z,"263 km NNE of Fais, Micronesia",earthquake,8.9,9,0.129,18,reviewed,us,us
2022-04-21T13:01:10.328Z,46.1562,152.7249,37.06,4.5,mb,,138,6.918,0.97,us,us7000h6i7,2022-05-15T14:18:38.040Z,"Kuril Islands",earthquake,10.4,8.1,0.104,27,reviewed,us,us
2022-04-21T12:38:55.793Z,46.085,152.871,20.71,5,mww,,70,7.031,0.87,us,us6000hf98,2022-05-18T08:21:28.040Z,"Kuril Islands",earthquake,8.6,4,0.086,13,reviewed,us,us
2022-04-21T12:28:03.927Z,2.0099,97.8322,46.28,4.9,mb,,72,0.746,0.79,us,us6000hf95,2022-05-18T05:39:19.040Z,"31 km S of Singkil, Indonesia",earthquake,4.6,5.2,0.071,63,reviewed,us,us
2022-04-21T07:42:46.508Z,11.5537,-86.9604,27,6.6,mww,,94,0.914,0.69,us,us6000hf75,2022-05-08T19:25:59.492Z,"55 km WSW of Masachapa, Nicaragua",earthquake,5,1.8,0.037,70,reviewed,us,us
2022-04-21T06:27:15.005Z,11.6018,57.6959,10,4.5,mb,,71,16.319,0.51,us,us7000h6hp,2022-05-18T09:33:31.040Z,"Owen Fracture Zone region",earthquake,11.9,1.9,0.135,22,reviewed,us,us
2022-04-21T06:20:06.536Z,-42.856,-16.0112,10,5.5,mww,,65,17.656,0.32,us,us6000hf72,2022-05-18T08:42:55.965Z,"southern Mid-Atlantic Ridge",earthquake,10.9,1.9,0.093,11,reviewed,us,us
2022-04-21T06:12:46.336Z,-42.9535,-15.9587,10,5.5,mww,,68,17.61,0.59,us,us6000hf6u,2022-05-14T07:54:19.692Z,"Tristan da Cunha region",earthquake,8.8,1.5,0.089,12,reviewed,us,us
2022-04-21T01:53:24.882Z,-24.8564,179.9708,488.96,4.7,mb,,111,4.773,1.03,us,us6000hf5w,2022-05-03T02:26:27.040Z,"south of the Fiji Islands",earthquake,11.6,6.7,0.053,107,reviewed,us,us
2022-04-20T23:42:45.948Z,12.8221,-90.687,10,4.5,mb,,103,1.39,0.73,us,us6000hf5a,2022-05-07T04:36:44.040Z,"122 km S of Iztapa, Guatemala",earthquake,6.7,1.8,0.056,93,reviewed,us,us
2022-04-20T23:26:48.438Z,8.1316,-82.9351,10,4.7,mb,,62,0.702,0.7,us,us6000hf54,2022-05-07T04:13:02.826Z,"8 km WNW of Limones, Panama",earthquake,5.4,1.8,0.061,83,reviewed,us,us
2022-04-20T22:02:46.636Z,4.0869,126.6063,42.06,5.2,mb,,49,3.134,1,us,us7000h6hc,2022-05-07T00:46:16.040Z,"193 km SE of Sarangani, Philippines",earthquake,7.4,5,0.059,96,reviewed,us,us
2022-04-20T22:00:58.211Z,12.927,144.0256,99.67,4.6,mb,,147,1.052,0.32,us,us7000h6hb,2022-05-07T03:27:47.040Z,"79 km WSW of Merizo Village, Guam",earthquake,14.2,9.5,0.316,3,reviewed,us,us
2022-04-20T21:58:39.370Z,-4.4561,152.0054,149.59,4.8,mb,,89,0.306,0.84,us,us7000h6ha,2022-05-07T00:07:22.040Z,"31 km WSW of Kokopo, Papua New Guinea",earthquake,9.6,5.4,0.125,23,reviewed,us,us
2022-04-20T21:57:43.018Z,6.9686,126.9241,19,6,mww,,22,1.338,0.95,us,us6000hf49,2022-05-06T23:36:20.020Z,"50 km ESE of Manay, Philippines",earthquake,6.4,1.7,0.044,50,reviewed,us,us
2022-04-20T21:43:28.006Z,-56.6362,-25.4944,10,4.6,mb,,103,17.825,0.49,us,us7000h6h5,2022-05-06T05:40:39.040Z,"South Sandwich Islands region",earthquake,14.7,1.9,0.122,20,reviewed,us,us
2022-04-20T20:05:03.662Z,-15.2136,168.0013,10,4.5,mb,,131,0.804,1,us,us6000hf40,2022-05-16T16:51:48.040Z,"96 km ENE of Luganville, Vanuatu",earthquake,3.7,1.8,0.089,37,reviewed,us,us
2022-04-20T19:23:04.809Z,1.6332,-100.8362,10,4.8,mb,,91,15.987,0.97,us,us6000hf3c,2022-05-03T17:08:12.040Z,"Galapagos Triple Junction region",earthquake,9.2,1.8,0.045,155,reviewed,us,us
2022-04-20T19:13:59.291Z,-61.1837,153.8899,10,5.8,mww,,47,18.94,0.7,us,us6000hf2z,2022-05-03T17:06:56.751Z,"Balleny Islands region",earthquake,13.6,1.8,0.069,20,reviewed,us,us
2022-04-20T19:01:50.333Z,19.072,-107.9696,10,4.8,mb,,103,3.221,0.99,us,us6000hf2y,2022-05-03T16:39:55.040Z,"283 km WSW of La Cruz de Loreto, Mexico",earthquake,5.3,1.8,0.03,334,reviewed,us,us
2022-04-20T17:58:17.713Z,-22.7331,170.8794,10,4.9,mb,,122,3.172,1.05,us,us6000hf2i,2022-05-03T14:56:55.040Z,"southeast of the Loyalty Islands",earthquake,10.5,1,0.089,41,reviewed,us,us
2022-04-20T15:16:32.775Z,-19.3953,-172.9871,10,5.1,mww,,71,5.576,1.14,us,us7000h3l1,2022-05-03T23:55:48.526Z,"133 km SE of Neiafu, Tonga",earthquake,9.7,1.8,0.089,12,reviewed,us,us
2022-04-20T14:34:23.507Z,6.9321,126.9425,62.74,4.9,mb,,62,1.36,0.46,us,us7000h3kw,2022-05-18T14:22:01.040Z,"54 km ESE of San Ignacio, Philippines",earthquake,7.7,5.5,0.041,185,reviewed,us,us
2022-04-20T13:19:11.908Z,-27.2485,-66.2996,174.38,4.9,mb,,42,2.556,0.57,us,us7000h3jq,2022-05-18T13:41:43.186Z,"36 km N of Andalgalá, Argentina",earthquake,5,6.2,0.032,310,reviewed,us,us
2022-04-20T11:37:06.254Z,11.5875,143.9901,10,4.6,mb,,125,2.166,0.74,us,us7000h6gp,2022-05-11T05:55:46.040Z,"199 km SSW of Merizo Village, Guam",earthquake,12,1.9,0.173,12,reviewed,us,us
2022-04-20T11:20:24.217Z,2.1561,126.6358,70.62,4.6,mb,,95,1.557,1.02,us,us7000h6gd,2022-05-11T05:41:59.040Z,"159 km WNW of Tobelo, Indonesia",earthquake,7.4,10.8,0.141,15,reviewed,us,us
2022-04-20T11:19:05.569Z,-22.928,-68.2444,102.28,5.7,mww,,33,0.065,0.77,us,us7000h3j0,2022-05-08T06:03:36.450Z,"4 km WSW of San Pedro de Atacama, Chile",earthquake,7.1,3,0.054,33,reviewed,us,us
2022-04-20T11:05:36.432Z,-60.2864,-46.6592,10,5.5,mww,,41,1.053,0.57,us,us7000h3ix,2022-05-08T05:58:01.483Z,"Scotia Sea",earthquake,5.9,1.8,0.073,18,reviewed,us,us
2022-04-20T10:21:48.315Z,-1.8324,122.5521,10,4.7,mb,,56,0.815,0.79,us,us7000h3it,2022-05-08T05:27:29.040Z,"100 km SSW of Luwuk, Indonesia",earthquake,4,1.9,0.129,18,reviewed,us,us
2022-04-20T10:06:36.360Z,-33.7311,-179.427,10,4.9,mb,,83,4.244,0.93,us,us7000h3in,2022-05-08T05:25:15.040Z,"south of the Kermadec Islands",earthquake,10.5,1.2,0.091,38,reviewed,us,us
2022-04-20T09:22:33.231Z,-60.3532,-46.6821,10,5.1,mb,,41,1.036,0.71,us,us7000h3i8,2022-05-08T05:14:47.040Z,"Scotia Sea",earthquake,6.1,1.9,0.082,48,reviewed,us,us
2022-04-20T09:13:40.375Z,6.3478,126.9185,73.18,4.5,mb,,78,1.511,0.8,us,us7000h6gl,2022-05-08T04:58:51.040Z,"Mindanao, Philippines",earthquake,9.7,7.8,0.093,34,reviewed,us,us
2022-04-20T09:07:41.124Z,6.3986,127.0528,47.77,5.3,mww,,61,1.608,0.84,us,us7000h3i1,2022-05-06T05:47:34.040Z,"95 km ESE of Bobon, Philippines",earthquake,5.9,5.6,0.075,17,reviewed,us,us
2022-04-20T08:04:33.269Z,-35.4899,53.4736,10,5.1,mb,,57,10.997,1.01,us,us7000h3hs,2022-05-17T08:29:52.040Z,"Southwest Indian Ridge",earthquake,5.7,1.7,0.063,82,reviewed,us,us
2022-04-20T05:18:24.220Z,29.091,142.4588,25.95,4.7,mb,,55,2.002,1.03,us,us7000h3he,2022-05-17T07:10:09.040Z,"Izu Islands, Japan region",earthquake,7.6,4.1,0.073,57,reviewed,us,us
2022-04-20T05:13:07.537Z,-22.8439,170.8327,10,5.9,mww,,42,3.134,1.24,us,us7000h3h9,2022-05-17T07:04:31.064Z,"southeast of the Loyalty Islands",earthquake,7.7,1.7,0.039,62,reviewed,us,us
2022-04-20T04:49:36.704Z,-15.7234,167.4414,49.07,4.8,mb,,73,0.358,0.64,us,us7000h3h6,2022-05-03T00:57:15.040Z,"37 km SE of Luganville, Vanuatu",earthquake,8.1,4.6,0.107,32,reviewed,us,us
2022-04-20T03:19:20.903Z,-18.7016,-174.1473,47.45,4.6,mb,,69,5.797,0.9,us,us7000h6fx,2022-05-03T00:44:40.040Z,"18 km WSW of Neiafu, Tonga",earthquake,6.3,8.2,0.133,17,reviewed,us,us
2022-04-20T01:28:43.094Z,-20.1785,66.0672,10,4.9,mb,,67,2.571,0.82,us,us7000h3gm,2022-05-06T04:47:13.040Z,"282 km E of Port Mathurin, Mauritius",earthquake,7.7,1.7,0.08,49,reviewed,us,us
2022-04-19T22:44:39.625Z,38.9236,70.5883,10,5.1,mb,,44,1.098,0.58,us,us7000h3fw,2022-05-03T04:47:46.326Z,"21 km ESE of Rasht, Tajikistan",earthquake,4,1.7,0.04,206,reviewed,us,us
2022-04-19T21:38:28.783Z,6.5885,127.2988,10,4.6,mb,,121,1.773,1.14,us,us6000hfml,2022-05-03T02:32:56.040Z,"106 km ESE of Jovellar, Philippines",earthquake,9,1.9,0.114,23,reviewed,us,us
2022-04-19T21:21:17.016Z,4.1599,67.4294,10,4.5,mb,,162,6.287,1.04,us,us6000hfmj,2022-05-03T00:57:29.040Z,"Carlsberg Ridge",earthquake,8.9,1.9,0.156,12,reviewed,us,us
